Ticker,Name,Sector,Industry,IPO_Year,Price
HMNY,Helios and Matheson Analytics Inc,Consumer Services,Other Consumer Services,n/a,0.0088
HSDT,"Helius Medical Technologies, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,n/a,7.13
HMTV,"Hemisphere Media Group, Inc.",Consumer Services,Television Services,n/a,13.83
HNNA,"Hennessy Advisors, Inc.",Finance,Investment Managers,n/a,10.42
HSIC,"Henry Schein, Inc.",Health Care,Medical Specialities,1995,60.1
HTBK,Heritage Commerce Corp,Finance,Major Banks,n/a,13.89
HFWA,Heritage Financial Corporation,Finance,Banks,n/a,33.06
HCCI,"Heritage-Crystal Clean, Inc.",Basic Industries,Miscellaneous,2008,25.1
MLHR,"Herman Miller, Inc.",Consumer Durables,Office Equipment/Supplies/Services,n/a,36.89
HRTX,"Heron Therapeutics, Inc.  ",Health Care,Major Pharmaceuticals,n/a,28.17
HSKA,Heska Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1997,84.67
HX,Hexindai Inc.,Finance,Finance: Consumer Services,2017,3.84
HIBB,"Hibbett Sports, Inc.",Consumer Services,Other Specialty Stores,1996,18.61
HPJ,Highpower International Inc,Miscellaneous,Industrial Machinery/Components,n/a,3.51
HIMX,"Himax Technologies, Inc.",Technology,Semiconductors,2006,3.77
HSGX,Histogenics Corporation,Health Care,Industrial Specialties,2014,0.12
HMNF,"HMN Financial, Inc.",Finance,Savings Institutions,n/a,20.6
HMSY,HMS Holdings Corp,Miscellaneous,Business Services,1992,34.83
HOLI,"Hollysys Automation Technologies, Ltd.",Energy,Industrial Machinery/Components,n/a,22.63
HOLX,"Hologic, Inc.",Health Care,Medical Electronics,1990,48.11
HBCP,"Home Bancorp, Inc.",Finance,Banks,n/a,35.8
HOMB,"Home BancShares, Inc.",Finance,Major Banks,2006,19.65
HMST,"HomeStreet, Inc.",Finance,Major Banks,2012,28.06
HTBI,"HomeTrust Bancshares, Inc.",Finance,Savings Institutions,2012,27.12
FIXX,"Homology Medicines, Inc.",Health Care,Major Pharmaceuticals,2018,29.26
HOFT,Hooker Furniture Corporation,Consumer Durables,Home Furnishings,n/a,31.78
HOPE,"Hope Bancorp, Inc.",Finance,Major Banks,n/a,14.58
HFBC,"HopFed Bancorp, Inc.",Finance,Major Banks,n/a,19.97
HBNC,"Horizon Bancorp, Inc.",Finance,Major Banks,n/a,17.75
HZNP,Horizon Pharma plc,Health Care,Major Pharmaceuticals,2011,28.2
HRZN,Horizon Technology Finance Corporation,n/a,n/a,2010,13.08
HPT,Hospitality Properties Trust,Consumer Services,Real Estate Investment Trusts,n/a,27.04
TWNK,"Hostess Brands, Inc.",Consumer Non-Durables,Packaged Foods,2015,12.33
HMHC,Houghton Mifflin Harcourt Company,Consumer Services,Books,2013,8.16
HWCC,Houston Wire & Cable Company,Consumer Non-Durables,Telecommunications Equipment,2006,5.69
HBMD,"Howard Bancorp, Inc.",Finance,Major Banks,n/a,13.15
HTGM,"HTG Molecular Diagnostics, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,2015,2.78
HTHT,Huazhu Group Limited,Consumer Services,Hotels/Resorts,2010,35.5
HUBG,"Hub Group, Inc.",Transportation,Oil Refining/Marketing,1996,43.3
HDSN,"Hudson Technologies, Inc.",Consumer Durables,Industrial Specialties,n/a,1.22
HBAN,Huntington Bancshares Incorporated,Finance,Major Banks,n/a,14.41
HURC,"Hurco Companies, Inc.",Capital Goods,Industrial Machinery/Components,n/a,43.14
HURN,Huron Consulting Group Inc.,Consumer Services,Professional Services,2004,47.98
HCM,Hutchison China MediTech Limited,Health Care,Major Pharmaceuticals,2016,27.26
HBP,"Huttig Building Products, Inc.",Consumer Services,RETAIL: Building Materials,n/a,2.83
HYGS,Hydrogenics Corporation,Basic Industries,Major Chemicals,n/a,8.8
HYRE,HyreCar Inc.,Consumer Services,Rental/Leasing Companies,2018,5.17
IDSY,"I.D. Systems, Inc.",Consumer Durables,Telecommunications Equipment,1999,7.11
IIIV,"i3 Verticals, Inc.",Miscellaneous,Business Services,2018,21.41
IAC,IAC/InterActiveCorp,Consumer Services,Other Specialty Stores,n/a,215.52
IBKC,IBERIABANK Corporation,Finance,Major Banks,n/a,77.96
ICAD,icad inc.,Health Care,Medical/Dental Instruments,n/a,5.01
IEP,Icahn Enterprises L.P.,Capital Goods,Auto Parts:O.E.M.,n/a,77.85
ICFI,"ICF International, Inc.",Consumer Services,Professional Services,2006,76.13
ICHR,Ichor Holdings,Technology,Semiconductors,2016,21.07
ICLK,iClick Interactive Asia Group Limited,Technology,Computer Software: Prepackaged Software,2017,5.03
ICLR,ICON plc,Health Care,Biotechnology: Commercial Physical & Biological Resarch,1998,140.66
ICON,"Iconix Brand Group, Inc.",Consumer Non-Durables,Shoe Manufacturing,n/a,0.1935
ICUI,"ICU Medical, Inc.",Health Care,Medical/Dental Instruments,1992,253.67
IPWR,Ideal Power Inc.,Energy,Industrial Machinery/Components,2013,0.478
INVE,"Identiv, Inc.",Technology,Computer peripheral equipment,n/a,5.23
IDRA,"Idera Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,2.89
IDXX,"IDEXX Laboratories, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,1991,217.75
IESC,"IES Holdings, Inc.",Capital Goods,Engineering & Construction,n/a,18.5
INFO,IHS Markit Ltd.,Technology,"Computer Software: Programming, Data Processing",1996,54.2
IIVI,II-VI Incorporated,Capital Goods,Electronic Components,1987,42.5
ILMN,"Illumina, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,2000,321.24
ISNS,"Image Sensing Systems, Inc.",Capital Goods,Industrial Machinery/Components,1995,4.8555
IMMR,Immersion Corporation,Technology,Computer peripheral equipment,1999,8.87
IMDZ,Immune Design Corp.,Health Care,Major Pharmaceuticals,2014,5.82
IMGN,"ImmunoGen, Inc.",Health Care,Major Pharmaceuticals,1989,2.53
IMMU,"Immunomedics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,n/a,17
IMMP,Immutep Limited,Health Care,Major Pharmaceuticals,n/a,2.33
PI,"Impinj, Inc.",Capital Goods,Industrial Machinery/Components,2016,17.19
INCY,Incyte Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch,n/a,88.52
INDB,Independent Bank Corp.,Finance,Major Banks,n/a,85.36
IBCP,Independent Bank Corporation,Finance,Major Banks,n/a,23.37
IBTX,"Independent Bank Group, Inc",Finance,Major Banks,2013,58.21
ILPT,Industrial Logistics Properties Trust,Consumer Services,Real Estate Investment Trusts,2018,20.57
IDSA,"Industrial Services of America, Inc.",Consumer Durables,Industrial Specialties,n/a,1.27
INFN,Infinera Corporation,Public Utilities,Telecommunications Equipment,2007,5.32
INFI,"Infinity Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a,1.61
IFRX,InflaRx N.V.,n/a,n/a,2017,38.29
III,"Information Services Group, Inc.",Consumer Services,Professional Services,n/a,4.42
IEA,"Infrastructure and Energy Alternatives, Inc.",Finance,Business Services,2016,6.15
INWK,"InnerWorkings, Inc.",Miscellaneous,Business Services,2006,4.89
INOD,Innodata Inc.,Technology,EDP Services,1993,1.45
IPHS,"Innophos Holdings, Inc.",Consumer Durables,Specialty Chemicals,2006,33.59
IOSP,Innospec Inc.,Basic Industries,Major Chemicals,n/a,82.79
INNT,"Innovate Biopharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2018,2.17
ISSC,"Innovative Solutions and Support, Inc.",Technology,EDP Services,2000,3.14
INVA,"Innoviva, Inc.",Health Care,Major Pharmaceuticals,n/a,15.38
INGN,"Inogen, Inc",Health Care,Industrial Specialties,2014,106.71
INOV,"Inovalon Holdings, Inc.",Technology,EDP Services,2015,13.01
INO,"Inovio Pharmaceuticals, Inc.",Health Care,Medical/Dental Instruments,n/a,3.8
INPX,Inpixon ,Technology,EDP Services,2014,1.25
INSG,Inseego Corp.,Consumer Durables,Telecommunications Equipment,n/a,5.34
NSIT,"Insight Enterprises, Inc.",Consumer Services,Catalog/Specialty Distribution,1995,56.78
ISIG,"Insignia Systems, Inc.",Consumer Services,Advertising,1991,1.4
INSM,"Insmed, Inc.",Health Care,Major Pharmaceuticals,n/a,31.21
INSE,"Inspired Entertainment, Inc.",Technology,Computer Software: Prepackaged Software,2014,6.99
IIIN,"Insteel Industries, Inc.",Capital Goods,Steel/Iron Ore,n/a,22.48
PODD,Insulet Corporation,Health Care,Medical/Dental Instruments,2007,94.65
INSY,"Insys Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2013,6.59
NTEC,Intec Pharma Ltd.,Health Care,Major Pharmaceuticals,2015,8.9
IART,Integra LifeSciences Holdings Corporation,Health Care,Medical/Dental Instruments,n/a,56.01
IDTI,"Integrated Device Technology, Inc.",Technology,Semiconductors,1984,48.36
INTC,Intel Corporation,Technology,Semiconductors,n/a,53.75
NTLA,"Intellia Therapeutics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,2016,17.21
IPCI,Intellipharmaceutics International Inc.,Health Care,Major Pharmaceuticals,n/a,0.3199
IPAR,"Inter Parfums, Inc.",Consumer Non-Durables,Package Goods/Cosmetics,n/a,80.15
ICPT,"Intercept Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2012,107.25
IDCC,"InterDigital, Inc.",Miscellaneous,Multi-Sector Companies,n/a,68.16
TILE,"Interface, Inc.",Consumer Durables,Home Furnishings,n/a,18.01
LINK,"Interlink Electronics, Inc.",Technology,Computer peripheral equipment,n/a,1.99
IMI,"Intermolecular, Inc.",Technology,Semiconductors,2011,1.04
INAP,Internap Corporation,Technology,"Computer Software: Programming, Data Processing",1999,5.48
IBOC,International Bancshares Corporation,Finance,Major Banks,n/a,41.01
IMXI,"International Money Express, Inc.",Miscellaneous,Business Services,2017,11
ISCA,International Speedway Corporation,Consumer Services,Services-Misc. Amusement & Recreation,1996,44.42
IGLD,Internet Gold Golden Lines Ltd.,Public Utilities,Telecommunications Equipment,1999,0.7968
IIJI,"Internet Initiative Japan, Inc.",Technology,"Computer Software: Programming, Data Processing",n/a,11.29
IDXG,"Interpace Diagnostics Group, Inc.",Health Care,Medical/Dental Instruments,n/a,0.973
XENT,"Intersect ENT, Inc.",Health Care,Medical/Dental Instruments,2014,34.43
IVAC,"Intevac, Inc.",Technology,Industrial Machinery/Components,1995,6.39
INTL,INTL FCStone Inc.,Finance,Investment Bankers/Brokers/Service,n/a,43.97
ITCI,Intra-Cellular Therapies Inc.,Health Care,Major Pharmaceuticals,n/a,13.92
XON,Intrexon Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch,n/a,5.22
IIN,IntriCon Corporation,Capital Goods,Electrical Products,n/a,25.98
INTU,Intuit Inc.,Technology,Computer Software: Prepackaged Software,1993,250.68
ISRG,"Intuitive Surgical, Inc.",Health Care,Industrial Specialties,2000,559.01
ISTR,Investar Holding Corporation,Finance,Major Banks,2014,24.46
ISBC,"Investors Bancorp, Inc.",Finance,Major Banks,n/a,12.58
ITIC,Investors Title Company,Finance,Specialty Insurers,n/a,172.81
NVIV,InVivo Therapeutics Holdings Corp.,Health Care,Medical/Dental Instruments,n/a,1.47
IONS,"Ionis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a,69.6
IOVA,"Iovance Biotherapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,10.9
IPGP,IPG Photonics Corporation,Technology,Semiconductors,2006,157.8
IPIC,iPic Entertainment Inc.,Consumer Services,Restaurants,2018,5.23
IQ,"iQIYI, Inc.",Consumer Services,Consumer Electronics/Video Chains,2018,27.33
IRMD,iRadimed Corporation,Health Care,Medical/Dental Instruments,2014,25.85
IRTC,"iRhythm Technologies, Inc.",Health Care,Medical/Dental Instruments,2016,96
IRIX,IRIDEX Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,1996,4.71
IRDM,Iridium Communications Inc,Consumer Durables,Telecommunications Equipment,n/a,23.24
IRBT,iRobot Corporation,Consumer Durables,Consumer Electronics/Appliances,2005,130.32
IRWD,"Ironwood Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2010,15
IRCP,IRSA Propiedades Comerciales S.A.,Consumer Services,Building operators,n/a,22.63
ISRL,"Isramco, Inc.",Energy,Oil & Gas Production,1983,110.2
ITI,"Iteris, Inc.",Consumer Durables,Telecommunications Equipment,n/a,4.25
ITRM,Iterum Therapeutics plc,Health Care,Major Pharmaceuticals,2018,5.5
ITRI,"Itron, Inc.",Capital Goods,Electrical Products,1993,51.4
ITRN,Ituran Location and Control Ltd.,Consumer Non-Durables,Electronic Components,2005,37.26
IZEA,"IZEA Worldwide, Inc.",Consumer Services,Advertising,n/a,1.52
JJSF,J & J Snack Foods Corp.,Consumer Non-Durables,Specialty Foods,1986,155.65
JBHT,"J.B. Hunt Transport Services, Inc.",Transportation,Trucking Freight/Courier Services,n/a,108.1
JCOM,"j2 Global, Inc.",Technology,Telecommunications Equipment,1999,85.65
JKHY,"Jack Henry & Associates, Inc.",Technology,EDP Services,1985,134.2
JACK,Jack In The Box Inc.,Consumer Services,Restaurants,n/a,79.57
JAGX,"Jaguar Health, Inc.",Health Care,Major Pharmaceuticals,2015,0.189
JAKK,"JAKKS Pacific, Inc.",Consumer Non-Durables,Recreational Products/Toys,1996,1.56
JRVR,"James River Group Holdings, Ltd.",Finance,Property-Casualty Insurers,2014,40.76
JASN,"Jason Industries, Inc.",Consumer Durables,Miscellaneous manufacturing industries,2013,2.5
JAZZ,Jazz Pharmaceuticals plc,Health Care,Major Pharmaceuticals,2007,139.13
JD,"JD.com, Inc.",Consumer Services,Other Specialty Stores,2014,29.04
JRSH,"Jerash Holdings (US), Inc.",Consumer Non-Durables,Apparel,2018,7.3
JBLU,JetBlue Airways Corporation,Transportation,Air Freight/Delivery Services,2002,16.88
JBSS,"John B. Sanfilippo & Son, Inc.",Consumer Non-Durables,Specialty Foods,1991,68.73
JOUT,Johnson Outdoors Inc.,Consumer Non-Durables,Recreational Products/Toys,n/a,66.66
JNCE,"Jounce Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2017,4.78
KALU,Kaiser Aluminum Corporation,Capital Goods,Metal Fabrications,n/a,108.97
KALA,"Kala Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2017,8.89
KALV,"KalVista Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2015,23.35
KMDA,Kamada Ltd.,Health Care,Major Pharmaceuticals,2013,6.23
KNDI,"Kandi Technologies Group, Inc.",Capital Goods,Auto Manufacturing,n/a,8.15
KPTI,Karyopharm Therapeutics Inc.,Health Care,Major Pharmaceuticals,2013,4.22
KZIA,Kazia Therapeutics Limited,Capital Goods,Miscellaneous,n/a,3.5477
KCAP,"KCAP Financial, Inc.",n/a,n/a,2006,3.62
KRNY,Kearny Financial,Finance,Savings Institutions,n/a,13.61
KELYA,"Kelly Services, Inc.",Technology,Professional Services,n/a,24.21
KMPH,"KemPharm, Inc.",Health Care,Major Pharmaceuticals,2015,2.15
KEQU,Kewaunee Scientific Corporation,Capital Goods,Medical Specialities,n/a,25.45
KTCC,Key Tronic Corporation,Technology,Computer peripheral equipment,1983,6.5
KZR,"Kezar Life Sciences, Inc.",Health Care,Major Pharmaceuticals,2018,20.28
KFRC,"Kforce, Inc.",Technology,Professional Services,1995,37
KE,"Kimball Electronics, Inc.",Technology,Electrical Products,n/a,15.69
KBAL,"Kimball International, Inc.",Consumer Durables,Home Furnishings,n/a,15.55
KIN,"Kindred Biosciences, Inc.",Health Care,Major Pharmaceuticals,2013,10.93
KINS,"Kingstone Companies, Inc",Finance,Property-Casualty Insurers,n/a,16.95
KNSA,"Kiniksa Pharmaceuticals, Ltd.",Health Care,Major Pharmaceuticals,2018,18.25
KNSL,"Kinsale Capital Group, Inc.",Finance,Property-Casualty Insurers,2016,66.65
KIRK,"Kirkland&#39;s, Inc.",Consumer Services,Other Specialty Stores,2002,10.12
KTOV,Kitov Pharma Ltd.,Health Care,Major Pharmaceuticals,2015,1.09
KLAC,KLA-Tencor Corporation,Capital Goods,Electronic Components,1980,116.94
KLXE,"KLX Energy Services Holdings, Inc. ",Energy,Oilfield Services/Equipment,n/a,26.33
KOD,Kodiak Sciences Inc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2018,7.07
KONA,"Kona Grill, Inc.",Consumer Services,Restaurants,2005,1
KOPN,Kopin Corporation,Technology,Semiconductors,1992,1.48
KRNT,Kornit Digital Ltd.,Capital Goods,Industrial Machinery/Components,2015,22.35
KTOS,"Kratos Defense & Security Solutions, Inc.",Capital Goods,Military/Government/Technical,n/a,16.78
KRYS,"Krystal Biotech, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2017,22.83
KLIC,"Kulicke and Soffa Industries, Inc.",Technology,Semiconductors,n/a,23.6
KURA,"Kura Oncology, Inc.",Health Care,Major Pharmaceuticals,n/a,15.45
KVHI,"KVH Industries, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,1996,11.17
FSTR,L.B. Foster Company,Basic Industries,Metal Fabrications,n/a,17.68
LJPC,La Jolla Pharmaceutical Company,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1994,5.9
LBAI,"Lakeland Bancorp, Inc.",Finance,Major Banks,n/a,16.62
LKFN,Lakeland Financial Corporation,Finance,Major Banks,n/a,48.69
LAKE,"Lakeland Industries, Inc.",Health Care,Industrial Specialties,1986,11.18
LRCX,Lam Research Corporation,Technology,Industrial Machinery/Components,1984,177.35
LAMR,Lamar Advertising Company,Consumer Services,Real Estate Investment Trusts,1996,79.14
LANC,Lancaster Colony Corporation,Consumer Non-Durables,Packaged Foods,n/a,157.12
LNDC,Landec Corporation,Consumer Non-Durables,Packaged Foods,1996,12.96
LMRK,Landmark Infrastructure Partners LP,Consumer Services,Real Estate,2014,14.22
LE,"Lands&#39; End, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,n/a,18.24
LSTR,"Landstar System, Inc.",Transportation,Trucking Freight/Courier Services,1993,109.49
LNTH,"Lantheus Holdings, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,2015,23.81
LTRX,"Lantronix, Inc.",Technology,Computer Communications Equipment,2000,2.39
LSCC,Lattice Semiconductor Corporation,Technology,Semiconductors,n/a,12.49
LAUR,"Laureate Education, Inc.",Consumer Services,Other Consumer Services,2017,15.42
LAWS,"Lawson Products, Inc.",Consumer Durables,Industrial Specialties,n/a,30.67
LAZY,"Lazydays Holdings, Inc.",Consumer Durables,Automotive Aftermarket,n/a,5.55
LCNB,LCNB Corporation,Finance,Major Banks,n/a,17.11
LPTX,"LEAP THERAPEUTICS, INC.",Health Care,Major Pharmaceuticals,n/a,1.53
LGCY,Legacy Reserves Inc.,Energy,Oil & Gas Production,2007,1.17
LTXB,"LegacyTexas Financial Group, Inc.",Finance,Savings Institutions,n/a,41.7
LMAT,"LeMaitre Vascular, Inc.",Health Care,Medical/Dental Instruments,2006,30.6
TREE,"LendingTree, Inc.",Finance,Finance: Consumer Services,n/a,323.61
LEVL,"Level One Bancorp, Inc.",Finance,Major Banks,2018,23.51
LXRX,"Lexicon Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a,6.95
LX,LexinFintech Holdings Ltd.,Finance,Finance: Consumer Services,2017,12.02
LGIH,"LGI Homes, Inc.",Capital Goods,Homebuilding,2013,58.61
LHCG,LHC Group,Health Care,Medical/Nursing Services,2005,109.47
LBRDA,Liberty Broadband Corporation,Consumer Services,Television Services,n/a,90.47
LBRDK,Liberty Broadband Corporation,Consumer Services,Television Services,n/a,90.4
LEXEA,"Liberty Expedia Holdings, Inc.",Consumer Services,Other Consumer Services,n/a,45.14
LBTYA,Liberty Global plc,Consumer Services,Television Services,n/a,26.22
LBTYK,Liberty Global plc,Consumer Services,Television Services,n/a,25.36
LILA,Liberty Latin America Ltd.,Consumer Services,Television Services,n/a,20.3
LILAK,Liberty Latin America Ltd.,Consumer Services,Television Services,n/a,20.04
BATRA,Liberty Media Corporation,Consumer Services,Broadcasting,n/a,28.3
BATRK,Liberty Media Corporation,Consumer Services,Broadcasting,n/a,28.38
FWONA,Liberty Media Corporation,Consumer Services,Broadcasting,n/a,33.01
FWONK,Liberty Media Corporation,Consumer Services,Broadcasting,n/a,33.64
LSXMA,Liberty Media Corporation,Consumer Services,Broadcasting,n/a,40.89
LSXMK,Liberty Media Corporation,Consumer Services,Broadcasting,n/a,41.37
LTRPA,"Liberty TripAdvisor Holdings, Inc.",Technology,EDP Services,n/a,15.04
LCUT,"Lifetime Brands, Inc.",Capital Goods,Industrial Machinery/Components,1991,10.5
LFVN,Lifevantage Corporation,Health Care,Major Pharmaceuticals,n/a,14.8
LWAY,"Lifeway Foods, Inc.",Consumer Non-Durables,Packaged Foods,n/a,2.4
LGND,Ligand Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals,n/a,127.23
LTBR,Lightbridge Corporation,Consumer Services,Professional Services,n/a,0.615
LPTH,"LightPath Technologies, Inc.",Technology,Semiconductors,1996,1.71
LLEX,"Lilis Energy, Inc.",Energy,Oil & Gas Production,n/a,1.86
LMB,"Limbach Holdings, Inc.",Basic Industries,Engineering & Construction,n/a,5.5
LLNW,"Limelight Networks, Inc.",Miscellaneous,Business Services,2007,2.95
LMST,"Limestone Bancorp, Inc.",Finance,Major Banks,n/a,15.1
LMNR,Limoneira Co,Consumer Non-Durables,Farming/Seeds/Milling,n/a,23.54
LINC,Lincoln Educational Services Corporation,Consumer Services,Other Consumer Services,2005,3.14
LECO,"Lincoln Electric Holdings, Inc.",Technology,Industrial Machinery/Components,n/a,87.01
LIND,Lindblad Expeditions Holdings Inc. ,Consumer Services,Transportation Services,2013,14.13
LPCN,Lipocine Inc.,Health Care,Major Pharmaceuticals,n/a,1.8
YVR,Liquid Media Group Ltd.,Consumer Non-Durables,Beverages (Production/Distribution),n/a,2.74
LQDA,"Liquidia Technologies, Inc.",Health Care,Medical/Dental Instruments,2018,20
LQDT,"Liquidity Services, Inc.",Miscellaneous,Business Services,2006,6.79
LFUS,"Littelfuse, Inc.",Consumer Durables,Electrical Products,n/a,193.13
LIVN,LivaNova PLC,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,n/a,95.81
LOB,"Live Oak Bancshares, Inc.",Finance,Major Banks,2015,16.23
LIVE,Live Ventures Incorporated,Finance,Finance/Investors Services,n/a,7.88
LPSN,"LivePerson, Inc.",Technology,Computer Software: Prepackaged Software,2000,28.38
LIVX,"LiveXLive Media, Inc.",Consumer Services,Restaurants,n/a,6.1
LKQ,LKQ Corporation,Consumer Services,Motor Vehicles,n/a,28.45
LOGC,"LogicBio Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2018,9.56
LOGI,Logitech International S.A.,Technology,Computer peripheral equipment,1997,38.27
LOGM,"LogMein, Inc.",Technology,Computer Software: Prepackaged Software,2009,81.75
LONE,Lonestar Resources US Inc.,Energy,Oil & Gas Production,n/a,4.83
LORL,"Loral Space and Communications, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,n/a,40.94
LPLA,LPL Financial Holdings Inc.,Finance,Investment Bankers/Brokers/Service,2010,76.88
LRAD,LRAD Corporation,Consumer Non-Durables,Consumer Electronics/Appliances,n/a,2.85
LYTS,LSI Industries Inc.,Consumer Durables,Building Products,1985,3.23
LULU,lululemon athletica inc.,Consumer Non-Durables,Apparel,2007,152.1
LITE,Lumentum Holdings Inc.,Consumer Durables,Telecommunications Equipment,n/a,51.25
LMNX,Luminex Corporation,Health Care,Medical/Dental Instruments,2000,25.5
LUNA,Luna Innovations Incorporated,Health Care,Biotechnology: Commercial Physical & Biological Resarch,2006,3.75
LBC,Luther Burbank Corporation,Finance,Major Banks,2003,10.48
MBTF,M B T Financial Corp,Finance,Major Banks,n/a,11.28
MCBC,Macatawa Bank Corporation,Finance,Major Banks,n/a,10.95
MFNC,Mackinac Financial Corporation,Finance,Major Banks,n/a,15.77
MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,Semiconductors,2012,19.7
MGNX,"MacroGenics, Inc.",Health Care,Major Pharmaceuticals,2013,20.75
MDGL,"Madrigal Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a,141.29
MGLN,"Magellan Health, Inc.",Health Care,Hospital/Nursing Management,n/a,69.17
MGTA,"Magenta Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2018,14.91
MGIC,Magic Software Enterprises Ltd.,Technology,Computer Software: Prepackaged Software,1991,9.12
MGYR,"Magyar Bancorp, Inc.",Finance,Savings Institutions,n/a,11.65
MHLD,"Maiden Holdings, Ltd.",Finance,Property-Casualty Insurers,n/a,1.17
MMYT,MakeMyTrip Limited,Consumer Services,Transportation Services,2010,28.99
MBUU,"Malibu Boats, Inc.",Capital Goods,Marine Transportation,2014,46.54
MLVF,"Malvern Bancorp, Inc.",Finance,Savings Institutions,n/a,20.8
MAMS,"MAM Software Group, Inc.",Technology,Computer Software: Prepackaged Software,n/a,8.55
TUSK,"Mammoth Energy Services, Inc.",Energy,Oilfield Services/Equipment,2016,23.52
MANH,"Manhattan Associates, Inc.",Technology,Computer Software: Prepackaged Software,1998,55.06
LOAN,"Manhattan Bridge Capital, Inc",Consumer Services,Real Estate Investment Trusts,n/a,6.41
MNTX,"Manitex International, Inc.",Technology,Industrial Machinery/Components,n/a,7.83
MTEX,"Mannatech, Incorporated",Consumer Durables,Specialty Chemicals,n/a,19.39
MNKD,MannKind Corporation,Health Care,Major Pharmaceuticals,2004,1.82
MANT,ManTech International Corporation,Consumer Services,Other Consumer Services,2002,55
MARA,"Marathon Patent Group, Inc.",Miscellaneous,Multi-Sector Companies,n/a,0.6362
MCHX,"Marchex, Inc.",Miscellaneous,Business Services,2004,4.47
MRIN,Marin Software Incorporated,Technology,EDP Services,n/a,4.05
MRNS,"Marinus Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2014,3.49
MRKR,"Marker Therapeutics, Inc.",Health Care,Major Pharmaceuticals,n/a,6.09
MKTX,"MarketAxess Holdings, Inc.",Finance,Investment Bankers/Brokers/Service,2004,242.96
MRLN,Marlin Business Services Corp.,Finance,Major Banks,2003,24
MAR,Marriott International,Consumer Services,Hotels/Resorts,n/a,126.49
MBII,"Marrone Bio Innovations, Inc.",Basic Industries,Agricultural Chemicals,2013,1.65
MRTN,"Marten Transport, Ltd.",Transportation,Trucking Freight/Courier Services,1986,18.72
MMLP,Martin Midstream Partners L.P.,Energy,Oil Refining/Marketing,2002,13.04
MRVL,Marvell Technology Group Ltd.,Technology,Semiconductors,2000,20.18
MASI,Masimo Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,2007,134.35
MTCH,"Match Group, Inc.",Technology,"Computer Software: Programming, Data Processing",2015,55.84
MTLS,Materialise NV,Technology,Computer Software: Prepackaged Software,2014,18.87
MTRX,Matrix Service Company,Basic Industries,Engineering & Construction,1990,20.93
MAT,"Mattel, Inc.",Consumer Non-Durables,Recreational Products/Toys,n/a,14.96
MATW,Matthews International Corporation,Capital Goods,Metal Fabrications,1994,39.77
MXIM,"Maxim Integrated Products, Inc.",Technology,Semiconductors,1988,55.57
MXWL,"Maxwell Technologies, Inc.",Miscellaneous,Industrial Machinery/Components,n/a,4.72
MBFI,MB Financial Inc.,Finance,Major Banks,n/a,45.39
MCFT,"MCBC Holdings, Inc.",Capital Goods,Marine Transportation,2015,24.5
MGRC,McGrath RentCorp,Technology,Diversified Commercial Services,1984,59.68
MDCA,MDC Partners Inc.,Technology,Advertising,n/a,3.38
